state,year,percap_beer,percap_wine,percap_spirits,percap_all,decile
Utah,1987,0.84,0.15,0.49,1.49,10
Utah,1986,0.88,0.16,0.52,1.57,10
Utah,1985,0.89,0.15,0.53,1.57,10
Utah,1984,0.89,0.14,0.52,1.55,10
Utah,1983,0.89,0.14,0.51,1.54,10
Utah,1982,1.01,0.15,0.55,1.70,10
Utah,1981,1.02,0.15,0.59,1.75,10
Utah,1980,0.96,0.14,0.60,1.70,10
Utah,1979,0.94,0.15,0.59,1.68,10
Utah,1978,0.93,0.14,0.59,1.66,10
Utah,1977,0.94,0.13,0.57,1.64,10
Vermont,2023,1.50,0.70,0.77,2.96,2
Vermont,2022,1.55,0.72,0.80,3.08,2
Vermont,2021,1.59,0.74,0.81,3.14,2
Vermont,2020,1.58,0.73,0.81,3.12,2
Vermont,2019,1.58,0.75,0.77,3.11,2
Vermont,2018,1.56,0.78,0.76,3.10,2
Vermont,2017,1.57,0.80,0.74,3.11,2
Vermont,2016,1.56,0.79,0.73,3.08,2
Vermont,2015,1.56,0.78,0.73,3.07,2
Vermont,2014,1.56,0.78,0.72,3.06,2
Vermont,2013,1.54,0.74,0.72,3.00,2
Vermont,2012,1.51,0.70,0.71,2.92,2
Vermont,2011,1.46,0.68,0.71,2.85,2
Vermont,2010,1.44,0.64,0.71,2.80,2
Vermont,2009,1.43,0.64,0.70,2.77,2
Vermont,2008,1.45,0.63,0.71,2.79,2
Vermont,2007,1.46,0.62,0.70,2.78,2
Vermont,2006,1.45,0.60,0.69,2.73,2
Vermont,2005,1.44,0.57,0.68,2.69,2
Vermont,2004,1.34,0.55,0.66,2.56,3
Vermont,2003,1.34,0.52,0.65,2.51,3
Vermont,2002,1.34,0.51,0.63,2.48,3
Vermont,2001,1.34,0.48,0.63,2.45,3
Vermont,2000,1.32,0.49,0.63,2.43,3
Vermont,1999,1.32,0.48,0.62,2.42,3
Vermont,1998,1.31,0.46,0.62,2.39,3
Vermont,1997,1.30,0.45,0.63,2.38,3
Vermont,1996,1.35,0.43,0.64,2.42,3
Vermont,1995,1.28,0.41,0.66,2.35,3
Vermont,1994,1.34,0.42,0.74,2.50,3
Vermont,1993,1.34,0.44,0.74,2.52,2
Vermont,1992,1.35,0.44,0.78,2.57,3
Vermont,1991,1.41,0.46,0.82,2.69,2
Vermont,1990,1.47,0.48,0.85,2.80,2
Vermont,1989,1.49,0.53,0.89,2.91,2
Vermont,1988,1.54,0.57,0.95,3.05,2
Vermont,1987,1.58,0.59,1.00,3.18,1
Vermont,1986,1.57,0.60,1.06,3.22,1
Vermont,1985,1.51,0.56,1.10,3.17,2
Vermont,1984,1.49,0.49,1.16,3.15,2
Vermont,1983,1.53,0.50,1.20,3.23,2
Vermont,1982,1.48,0.50,1.24,3.22,2
Vermont,1981,1.49,0.50,1.34,3.32,2
Vermont,1980,1.43,0.48,1.38,3.29,2
Vermont,1979,1.53,0.46,1.47,3.46,1
Vermont,1978,1.50,0.46,1.56,3.52,1
Vermont,1977,1.40,0.44,1.55,3.38,1
Virginia,2023,0.84,0.51,0.78,2.12,8
Virginia,2022,0.90,0.51,0.78,2.19,8
Virginia,2021,0.94,0.53,0.79,2.26,8
Virginia,2020,0.96,0.52,0.78,2.26,7
Virginia,2019,0.95,0.49,0.72,2.16,8
Virginia,2018,0.95,0.49,0.70,2.14,8
Virginia,2017,0.96,0.49,0.67,2.12,8
Virginia,2016,1.00,0.49,0.66,2.14,8
Virginia,2015,1.00,0.48,0.65,2.13,8
Virginia,2014,1.01,0.47,0.63,2.11,8
Virginia,2013,1.02,0.46,0.62,2.10,8
Virginia,2012,1.04,0.46,0.62,2.13,8
Virginia,2011,1.05,0.46,0.61,2.12,8
Virginia,2010,1.08,0.44,0.60,2.12,8
Virginia,2009,1.10,0.42,0.58,2.11,8
Virginia,2008,1.12,0.42,0.58,2.12,8
Virginia,2007,1.13,0.41,0.57,2.10,8
Virginia,2006,1.13,0.39,0.56,2.08,8
Virginia,2005,1.13,0.38,0.54,2.05,8
Virginia,2004,1.14,0.37,0.53,2.04,8
Virginia,2003,1.14,0.36,0.52,2.02,8
Virginia,2002,1.15,0.34,0.51,2.00,8
Virginia,2001,1.15,0.32,0.50,1.97,8
Virginia,2000,1.16,0.31,0.49,1.97,8
Virginia,1999,1.18,0.32,0.48,1.97,8
Virginia,1998,1.17,0.30,0.47,1.95,8
Virginia,1997,1.11,0.29,0.48,1.88,8
Virginia,1996,1.12,0.30,0.49,1.91,8
Virginia,1995,1.15,0.29,0.50,1.94,8
Virginia,1994,1.20,0.27,0.51,1.99,8
Virginia,1993,1.24,0.27,0.54,2.05,8
Virginia,1992,1.25,0.28,0.57,2.10,7
Virginia,1991,1.20,0.28,0.58,2.06,8
Virginia,1990,1.25,0.30,0.62,2.18,8
Virginia,1989,1.23,0.31,0.65,2.18,7
Virginia,1988,1.31,0.25,0.67,2.24,7
Virginia,1987,1.39,0.25,0.70,2.35,7
Virginia,1986,1.52,0.27,0.73,2.52,6
Virginia,1985,1.45,0.30,0.79,2.54,6
Virginia,1984,1.46,0.29,0.80,2.55,6
Virginia,1983,1.47,0.27,0.82,2.56,6
Virginia,1982,1.46,0.27,0.86,2.59,6
Virginia,1981,1.23,0.27,0.89,2.39,7
Virginia,1980,1.23,0.25,0.90,2.38,8
Virginia,1979,1.21,0.25,0.90,2.36,8
Virginia,1978,1.20,0.21,0.89,2.30,8
Virginia,1977,1.17,0.21,0.89,2.27,7
Washington,2023,0.81,0.48,0.88,2.17,7
Washington,2022,0.85,0.50,0.90,2.24,8
Washington,2021,0.88,0.51,0.90,2.29,7
Washington,2020,0.88,0.50,0.87,2.25,8
Washington,2019,0.89,0.51,0.82,2.22,7
Washington,2018,0.91,0.51,0.81,2.23,7
Washington,2017,0.93,0.52,0.79,2.24,6
Washington,2016,0.96,0.52,0.77,2.25,7
Washington,2015,0.97,0.53,0.77,2.26,6
Washington,2014,0.97,0.52,0.76,2.25,7
Washington,2013,0.95,0.53,0.76,2.24,7
Washington,2012,0.96,0.53,0.76,2.25,7
Washington,2011,0.97,0.53,0.75,2.25,7
Washington,2010,1.01,0.52,0.73,2.25,6
Washington,2009,1.10,0.51,0.74,2.34,5
Washington,2008,1.11,0.50,0.75,2.37,5
Washington,2007,1.14,0.50,0.74,2.38,6
Washington,2006,1.08,0.48,0.72,2.28,6
Washington,2005,1.11,0.55,0.68,2.34,5
Washington,2004,1.11,0.53,0.66,2.30,5
Washington,2003,1.07,0.47,0.68,2.21,6
Washington,2002,1.09,0.43,0.66,2.17,6
Washington,2001,1.09,0.40,0.65,2.15,6
Washington,2000,1.11,0.41,0.66,2.18,6
Washington,1999,1.11,0.40,0.63,2.14,7
Washington,1998,1.12,0.39,0.63,2.14,7
Washington,1997,1.09,0.42,0.63,2.15,6
Washington,1996,1.09,0.40,0.63,2.12,6
Washington,1995,1.17,0.40,0.63,2.20,6
Washington,1994,1.18,0.39,0.65,2.23,6
Washington,1993,1.19,0.39,0.69,2.27,5
Washington,1992,1.26,0.46,0.72,2.44,4
Washington,1991,1.23,0.43,0.73,2.39,5
Washington,1990,1.27,0.46,0.76,2.49,5
Washington,1989,1.25,0.47,0.76,2.47,5
Washington,1988,1.23,0.50,0.77,2.51,6
Washington,1987,1.24,0.56,0.79,2.59,5
Washington,1986,1.23,0.61,0.82,2.66,5
Washington,1985,1.21,0.59,0.87,2.67,5
Washington,1984,1.23,0.57,0.91,2.70,5
Washington,1983,1.29,0.54,0.94,2.76,5
Washington,1982,1.32,0.52,0.98,2.83,5
Washington,1981,1.38,0.54,1.04,2.96,4
Washington,1980,1.51,0.51,1.08,3.10,4
Washington,1979,1.39,0.47,1.08,2.94,4
Washington,1978,1.36,0.47,1.07,2.91,4
Washington,1977,1.34,0.45,1.06,2.85,4
West Virginia,2023,1.04,0.10,0.57,1.71,10
West Virginia,2022,1.10,0.11,0.57,1.78,10
West Virginia,2021,1.15,0.11,0.58,1.83,10
West Virginia,2020,1.14,0.11,0.56,1.82,10
West Virginia,2019,1.15,0.11,0.50,1.75,10
West Virginia,2018,1.15,0.11,0.47,1.74,10
West Virginia,2017,1.17,0.11,0.46,1.74,10
West Virginia,2016,1.19,0.11,0.46,1.76,10
West Virginia,2015,1.20,0.11,0.47,1.78,10
West Virginia,2014,1.21,0.10,0.47,1.78,10
West Virginia,2013,1.24,0.10,0.46,1.80,10
West Virginia,2012,1.24,0.10,0.47,1.80,10
West Virginia,2011,1.22,0.10,0.46,1.78,10
West Virginia,2010,1.23,0.10,0.44,1.78,10
West Virginia,2009,1.23,0.10,0.44,1.77,10
West Virginia,2008,1.25,0.10,0.43,1.79,10
West Virginia,2007,1.23,0.10,0.42,1.75,10
West Virginia,2006,1.21,0.10,0.41,1.72,10
West Virginia,2005,1.23,0.10,0.40,1.73,10
West Virginia,2004,1.25,0.10,0.39,1.75,10
West Virginia,2003,1.23,0.10,0.38,1.72,10
West Virginia,2002,1.26,0.10,0.38,1.74,10
West Virginia,2001,1.25,0.10,0.37,1.72,10
West Virginia,2000,1.24,0.10,0.36,1.70,10
West Virginia,1999,1.22,0.10,0.37,1.69,10
West Virginia,1998,1.18,0.09,0.36,1.64,10
West Virginia,1997,1.12,0.09,0.37,1.58,10
West Virginia,1996,1.12,0.09,0.37,1.58,10
West Virginia,1995,1.12,0.08,0.38,1.58,10
West Virginia,1994,1.17,0.08,0.39,1.64,10
West Virginia,1993,1.18,0.08,0.40,1.67,10
West Virginia,1992,1.16,0.09,0.41,1.66,10
West Virginia,1991,1.18,0.09,0.43,1.70,10
West Virginia,1990,1.20,0.10,0.42,1.72,10
West Virginia,1989,1.15,0.11,0.39,1.65,10
West Virginia,1988,1.15,0.12,0.41,1.68,10
West Virginia,1987,1.13,0.13,0.41,1.68,10
West Virginia,1986,1.12,0.13,0.42,1.67,10
West Virginia,1985,1.13,0.13,0.42,1.69,10
West Virginia,1984,1.13,0.12,0.45,1.70,10
West Virginia,1983,1.14,0.13,0.49,1.76,10
West Virginia,1982,1.11,0.14,0.55,1.80,10
West Virginia,1981,1.05,0.14,0.65,1.85,10
West Virginia,1980,1.00,0.09,0.72,1.81,10
West Virginia,1979,0.94,0.09,0.75,1.77,10
West Virginia,1978,0.93,0.09,0.76,1.78,10
West Virginia,1977,0.95,0.09,0.76,1.80,10
Wisconsin,2023,1.13,0.37,1.65,3.15,2
Wisconsin,2022,1.19,0.39,1.59,3.18,2
Wisconsin,2021,1.25,0.42,1.51,3.18,2
Wisconsin,2020,1.25,0.41,1.41,3.08,2
Wisconsin,2019,1.27,0.39,1.29,2.95,2
Wisconsin,2018,1.29,0.39,1.25,2.94,2
Wisconsin,2017,1.33,0.40,1.26,2.99,2
Wisconsin,2016,1.36,0.40,1.22,2.99,2
Wisconsin,2015,1.39,0.39,1.20,2.98,2
Wisconsin,2014,1.42,0.38,1.18,2.98,2
Wisconsin,2013,1.45,0.38,1.17,3.00,2
Wisconsin,2012,1.46,0.37,1.19,3.02,2
Wisconsin,2011,1.46,0.37,1.16,2.99,2
Wisconsin,2010,1.49,0.32,1.13,2.94,2
Wisconsin,2009,1.49,0.31,1.16,2.96,2
Wisconsin,2008,1.55,0.34,1.13,3.01,1
Wisconsin,2007,1.56,0.33,1.11,3.00,1
Wisconsin,2006,1.58,0.32,1.09,2.99,1
Wisconsin,2005,1.58,0.31,1.07,2.95,1
Wisconsin,2004,1.53,0.30,1.02,2.85,1
Wisconsin,2003,1.53,0.29,1.00,2.82,2
Wisconsin,2002,1.56,0.28,0.98,2.82,2
Wisconsin,2001,1.54,0.26,0.95,2.75,2
Wisconsin,2000,1.53,0.27,0.95,2.76,1
Wisconsin,1999,1.53,0.26,0.92,2.72,2
Wisconsin,1998,1.58,0.26,0.90,2.74,1
Wisconsin,1997,1.57,0.25,0.89,2.71,1
Wisconsin,1996,1.53,0.24,0.88,2.65,1
Wisconsin,1995,1.64,0.23,0.87,2.73,1
Wisconsin,1994,1.58,0.22,0.91,2.72,2
Wisconsin,1993,1.59,0.22,0.89,2.71,1
Wisconsin,1992,1.59,0.25,0.90,2.74,2
Wisconsin,1991,1.65,0.27,0.84,2.76,1
Wisconsin,1990,1.74,0.31,1.03,3.07,1
Wisconsin,1989,1.72,0.31,0.96,2.99,1
Wisconsin,1988,1.76,0.33,0.95,3.05,2
Wisconsin,1987,1.80,0.36,0.98,3.14,2
Wisconsin,1986,1.88,0.34,0.96,3.18,2
Wisconsin,1985,1.83,0.32,1.06,3.20,1
Wisconsin,1984,1.87,0.31,1.03,3.21,1
Wisconsin,1983,1.94,0.34,1.07,3.35,2
Wisconsin,1982,1.95,0.30,1.05,3.30,2
Wisconsin,1981,1.96,0.32,1.21,3.48,1
Wisconsin,1980,1.95,0.31,1.19,3.45,1
Wisconsin,1979,1.92,0.28,1.19,3.39,2
Wisconsin,1978,1.83,0.28,1.20,3.31,2
Wisconsin,1977,1.81,0.27,1.28,3.37,1
Wyoming,2023,1.08,0.27,1.43,2.78,4
Wyoming,2022,1.20,0.29,1.44,2.93,3
Wyoming,2021,1.23,0.32,1.46,3.00,2
Wyoming,2020,1.21,0.33,1.42,2.97,2
Wyoming,2019,1.23,0.31,1.29,2.82,3
Wyoming,2018,1.21,0.32,1.24,2.77,3
Wyoming,2017,1.17,0.32,1.19,2.68,3
Wyoming,2016,1.18,0.32,1.17,2.67,4
Wyoming,2015,1.25,0.31,1.18,2.74,3
Wyoming,2014,1.26,0.31,1.16,2.72,3
Wyoming,2013,1.24,0.29,1.13,2.67,3
Wyoming,2012,1.32,0.28,1.13,2.73,3
Wyoming,2011,1.29,0.27,1.10,2.66,3
Wyoming,2010,1.33,0.27,1.06,2.66,3
Wyoming,2009,1.40,0.27,1.06,2.73,2
Wyoming,2008,1.50,0.27,1.09,2.87,2
Wyoming,2007,1.46,0.27,1.07,2.80,2
Wyoming,2006,1.44,0.26,1.03,2.72,2
Wyoming,2005,1.20,0.25,0.96,2.41,5
Wyoming,2004,1.42,0.24,0.92,2.58,2
Wyoming,2003,1.70,0.23,0.90,2.84,1
Wyoming,2002,1.46,0.23,0.88,2.57,2
Wyoming,2001,1.44,0.22,0.88,2.53,2
Wyoming,2000,1.42,0.22,0.86,2.50,3
Wyoming,1999,1.41,0.22,0.84,2.47,2
Wyoming,1998,1.37,0.17,0.81,2.36,3
Wyoming,1997,1.42,0.17,0.81,2.40,3
Wyoming,1996,1.35,0.17,0.81,2.33,4
Wyoming,1995,1.34,0.16,0.80,2.29,4
Wyoming,1994,1.42,0.18,0.83,2.43,3
Wyoming,1993,1.40,0.19,0.86,2.45,3
Wyoming,1992,1.44,0.20,0.91,2.56,3
Wyoming,1991,1.45,0.20,0.90,2.56,3
Wyoming,1990,1.48,0.22,0.93,2.63,3
Wyoming,1989,1.41,0.23,0.86,2.50,5
Wyoming,1988,1.45,0.24,0.87,2.56,5
Wyoming,1987,1.51,0.25,0.90,2.66,5
Wyoming,1986,1.51,0.27,0.96,2.73,4
Wyoming,1985,1.59,0.25,1.05,2.89,3
Wyoming,1984,1.61,0.23,1.06,2.89,4
Wyoming,1983,1.68,0.22,1.11,3.01,4
Wyoming,1982,1.78,0.24,1.20,3.22,3
Wyoming,1981,1.91,0.24,1.27,3.43,2
Wyoming,1980,1.85,0.24,1.32,3.41,2
Wyoming,1979,1.86,0.22,1.30,3.39,2
Wyoming,1978,1.81,0.22,1.35,3.38,2
Wyoming,1977,1.78,0.20,1.31,3.29,2
Northeast region,2023,0.93,0.44,1.13,2.50,NA
Northeast region,2022,0.96,0.46,1.10,2.52,NA
Northeast region,2021,1.01,0.49,1.04,2.54,NA
Northeast region,2020,0.96,0.50,0.95,2.41,NA
Northeast region,2019,1.00,0.52,0.92,2.44,NA
Northeast region,2018,1.00,0.51,0.90,2.42,NA
Northeast region,2017,1.01,0.53,0.88,2.42,NA
Northeast region,2016,1.03,0.52,0.87,2.42,NA
Northeast region,2015,1.04,0.51,0.85,2.40,NA
Northeast region,2014,1.03,0.53,0.84,2.40,NA
Northeast region,2013,1.06,0.52,0.83,2.40,NA
Northeast region,2012,1.06,0.51,0.82,2.39,NA
Northeast region,2011,1.05,0.50,0.80,2.36,NA
Northeast region,2010,1.06,0.49,0.78,2.33,NA
Northeast region,2009,1.07,0.48,0.77,2.31,NA
Northeast region,2008,1.09,0.47,0.76,2.31,NA
Northeast region,2007,1.09,0.47,0.75,2.31,NA
Northeast region,2006,1.07,0.45,0.73,2.25,NA
Northeast region,2005,1.07,0.44,0.72,2.22,NA
Northeast region,2004,1.07,0.43,0.70,2.20,NA
Northeast region,2003,1.08,0.41,0.68,2.17,NA
Northeast region,2002,1.10,0.40,0.66,2.16,NA
Northeast region,2001,1.10,0.38,0.64,2.13,NA
Northeast region,2000,1.08,0.38,0.66,2.12,NA
Northeast region,1999,1.07,0.38,0.63,2.08,NA
Northeast region,1998,1.07,0.37,0.61,2.05,NA
Northeast region,1997,1.07,0.36,0.63,2.06,NA
Northeast region,1996,1.07,0.35,0.64,2.06,NA
Northeast region,1995,1.11,0.35,0.64,2.11,NA
Northeast region,1994,1.11,0.34,0.67,2.12,NA
Northeast region,1993,1.13,0.34,0.68,2.15,NA
Northeast region,1992,1.14,0.35,0.72,2.21,NA
Northeast region,1991,1.19,0.34,0.73,2.26,NA
Northeast region,1990,1.23,0.38,0.80,2.41,NA
Northeast region,1989,1.22,0.39,0.84,2.44,NA
Northeast region,1988,1.25,0.40,0.86,2.51,NA
Northeast region,1987,1.25,0.43,0.91,2.59,NA
Northeast region,1986,1.24,0.44,0.93,2.62,NA
Northeast region,1985,1.25,0.43,0.98,2.66,NA
Northeast region,1984,1.25,0.43,1.01,2.70,NA
Northeast region,1983,1.31,0.43,1.03,2.76,NA
Northeast region,1982,1.31,0.43,1.06,2.80,NA
Northeast region,1981,1.31,0.42,1.07,2.80,NA
Northeast region,1980,1.33,0.40,1.09,2.83,NA
Northeast region,1979,1.29,0.38,1.09,2.76,NA
Northeast region,1978,1.26,0.36,1.10,2.73,NA
Northeast region,1977,1.25,0.34,1.10,2.69,NA
Midwest region,2023,1.00,0.35,1.07,2.42,NA
Midwest region,2022,1.05,0.36,1.06,2.47,NA
Midwest region,2021,1.09,0.37,1.06,2.52,NA
Midwest region,2020,1.08,0.37,1.01,2.47,NA
Midwest region,2019,1.09,0.36,0.94,2.39,NA
Midwest region,2018,1.10,0.36,0.91,2.37,NA
Midwest region,2017,1.12,0.36,0.89,2.38,NA
Midwest region,2016,1.14,0.35,0.87,2.37,NA
Midwest region,2015,1.15,0.35,0.86,2.36,NA
Midwest region,2014,1.16,0.34,0.84,2.35,NA
Midwest region,2013,1.17,0.34,0.83,2.34,NA
Midwest region,2012,1.20,0.33,0.82,2.35,NA
Midwest region,2011,1.20,0.32,0.79,2.31,NA
Midwest region,2010,1.23,0.30,0.77,2.30,NA
Midwest region,2009,1.25,0.30,0.76,2.32,NA
Midwest region,2008,1.27,0.29,0.76,2.33,NA
Midwest region,2007,1.28,0.30,0.74,2.32,NA
Midwest region,2006,1.27,0.28,0.72,2.27,NA
Midwest region,2005,1.27,0.27,0.71,2.25,NA
Midwest region,2004,1.28,0.26,0.68,2.22,NA
Midwest region,2003,1.28,0.26,0.68,2.23,NA
Midwest region,2002,1.30,0.25,0.64,2.19,NA
Midwest region,2001,1.29,0.23,0.65,2.17,NA
Midwest region,2000,1.29,0.24,0.63,2.16,NA
Midwest region,1999,1.29,0.24,0.63,2.15,NA
Midwest region,1998,1.28,0.23,0.63,2.14,NA
Midwest region,1997,1.26,0.23,0.62,2.11,NA
Midwest region,1996,1.28,0.23,0.62,2.12,NA
Midwest region,1995,1.29,0.22,0.62,2.12,NA
Midwest region,1994,1.30,0.22,0.63,2.14,NA
Midwest region,1993,1.30,0.22,0.67,2.18,NA
Midwest region,1992,1.31,0.23,0.68,2.21,NA
Midwest region,1991,1.35,0.23,0.67,2.25,NA
Midwest region,1990,1.38,0.26,0.74,2.37,NA
Midwest region,1989,1.36,0.26,0.72,2.35,NA
Midwest region,1988,1.38,0.29,0.75,2.41,NA
Midwest region,1987,1.38,0.30,0.77,2.45,NA
Midwest region,1986,1.38,0.30,0.78,2.46,NA
Midwest region,1985,1.37,0.28,0.84,2.49,NA
Midwest region,1984,1.40,0.27,0.84,2.52,NA
Midwest region,1983,1.42,0.25,0.87,2.54,NA
Midwest region,1982,1.42,0.27,0.88,2.57,NA
Midwest region,1981,1.42,0.26,0.93,2.61,NA
Midwest region,1980,1.42,0.24,0.96,2.63,NA
Midwest region,1979,1.40,0.23,0.95,2.58,NA
Midwest region,1978,1.35,0.22,0.95,2.52,NA
Midwest region,1977,1.32,0.21,0.96,2.49,NA
South region,2023,0.98,0.36,1.00,2.35,NA
South region,2022,1.02,0.38,1.00,2.39,NA
South region,2021,1.07,0.39,0.98,2.44,NA
South region,2020,1.06,0.39,0.90,2.35,NA
South region,2019,1.05,0.37,0.84,2.26,NA
South region,2018,1.06,0.37,0.81,2.24,NA
South region,2017,1.09,0.37,0.80,2.26,NA
South region,2016,1.11,0.37,0.79,2.28,NA
South region,2015,1.12,0.36,0.77,2.25,NA
South region,2014,1.11,0.36,0.75,2.22,NA
South region,2013,1.16,0.35,0.74,2.25,NA
South region,2012,1.18,0.35,0.73,2.26,NA
South region,2011,1.17,0.34,0.71,2.22,NA
South region,2010,1.17,0.32,0.70,2.19,NA
South region,2009,1.21,0.31,0.69,2.21,NA
South region,2008,1.25,0.31,0.68,2.23,NA
South region,2007,1.26,0.31,0.68,2.24,NA
South region,2006,1.27,0.30,0.67,2.23,NA
South region,2005,1.26,0.29,0.65,2.20,NA
South region,2004,1.27,0.29,0.64,2.19,NA
South region,2003,1.27,0.27,0.64,2.18,NA
South region,2002,1.28,0.26,0.62,2.16,NA
South region,2001,1.29,0.25,0.60,2.14,NA
South region,2000,1.30,0.25,0.61,2.17,NA
South region,1999,1.30,0.25,0.60,2.15,NA
South region,1998,1.30,0.24,0.60,2.13,NA
South region,1997,1.30,0.23,0.60,2.13,NA
South region,1996,1.30,0.23,0.61,2.15,NA
South region,1995,1.29,0.22,0.61,2.12,NA
South region,1994,1.31,0.22,0.64,2.16,NA
South region,1993,1.33,0.22,0.66,2.20,NA
South region,1992,1.33,0.23,0.69,2.26,NA
South region,1991,1.31,0.23,0.69,2.23,NA
South region,1990,1.36,0.26,0.74,2.36,NA
South region,1989,1.33,0.26,0.74,2.33,NA
South region,1988,1.34,0.27,0.74,2.35,NA
South region,1987,1.34,0.27,0.77,2.39,NA
South region,1986,1.36,0.28,0.79,2.43,NA
South region,1985,1.34,0.27,0.86,2.47,NA
South region,1984,1.34,0.27,0.90,2.51,NA
South region,1983,1.36,0.25,0.91,2.52,NA
South region,1982,1.37,0.23,0.94,2.54,NA
South region,1981,1.36,0.24,0.98,2.58,NA
South region,1980,1.30,0.23,0.97,2.50,NA
South region,1979,1.27,0.20,0.99,2.46,NA
South region,1978,1.25,0.19,1.00,2.44,NA
South region,1977,1.21,0.19,0.98,2.37,NA
West region,2023,1.04,0.52,1.17,2.73,NA
West region,2022,1.07,0.53,1.13,2.73,NA
West region,2021,1.08,0.55,1.07,2.70,NA
West region,2020,1.06,0.53,0.98,2.57,NA
West region,2019,1.06,0.53,0.92,2.51,NA
West region,2018,1.05,0.54,0.91,2.50,NA
West region,2017,1.02,0.52,0.85,2.39,NA
West region,2016,1.03,0.53,0.85,2.41,NA
West region,2015,1.05,0.50,0.82,2.37,NA
West region,2014,1.06,0.53,0.80,2.40,NA
West region,2013,1.05,0.54,0.81,2.40,NA
West region,2012,1.05,0.55,0.81,2.42,NA
West region,2011,1.04,0.53,0.78,2.35,NA
West region,2010,1.07,0.47,0.76,2.30,NA
West region,2009,1.11,0.50,0.76,2.37,NA
West region,2008,1.15,0.50,0.76,2.41,NA
West region,2007,1.17,0.49,0.76,2.41,NA
West region,2006,1.13,0.50,0.76,2.39,NA
West region,2005,1.14,0.49,0.73,2.35,NA
West region,2004,1.17,0.47,0.71,2.34,NA
West region,2003,1.17,0.45,0.69,2.31,NA
West region,2002,1.18,0.44,0.68,2.30,NA
West region,2001,1.19,0.43,0.68,2.30,NA
West region,2000,1.21,0.43,0.68,2.31,NA
West region,1999,1.20,0.43,0.65,2.28,NA
West region,1998,1.19,0.43,0.64,2.26,NA
West region,1997,1.20,0.44,0.65,2.30,NA
West region,1996,1.22,0.43,0.67,2.32,NA
West region,1995,1.23,0.40,0.66,2.29,NA
West region,1994,1.20,0.41,0.70,2.31,NA
West region,1993,1.26,0.42,0.72,2.39,NA
West region,1992,1.33,0.45,0.76,2.54,NA
West region,1991,1.30,0.44,0.76,2.50,NA
West region,1990,1.37,0.50,0.84,2.71,NA
West region,1989,1.35,0.51,0.84,2.69,NA
West region,1988,1.36,0.56,0.86,2.79,NA
West region,1987,1.38,0.62,0.89,2.89,NA
West region,1986,1.39,0.65,0.92,2.96,NA
West region,1985,1.37,0.65,0.99,3.01,NA
West region,1984,1.40,0.61,1.03,3.04,NA
West region,1983,1.42,0.61,1.07,3.10,NA
West region,1982,1.44,0.59,1.10,3.13,NA
West region,1981,1.49,0.60,1.16,3.24,NA
West region,1980,1.47,0.59,1.19,3.24,NA
West region,1979,1.45,0.56,1.20,3.22,NA
West region,1978,1.39,0.55,1.23,3.18,NA
West region,1977,1.35,0.53,1.20,3.08,NA
U.S. total,2023,0.99,0.41,1.08,2.48,NA
U.S. total,2022,1.03,0.42,1.06,2.51,NA
U.S. total,2021,1.07,0.44,1.03,2.54,NA
U.S. total,2020,1.05,0.44,0.95,2.44,NA
U.S. total,2019,1.05,0.43,0.89,2.38,NA
U.S. total,2018,1.06,0.43,0.87,2.36,NA
U.S. total,2017,1.06,0.43,0.85,2.35,NA
U.S. total,2016,1.09,0.43,0.83,2.35,NA
U.S. total,2015,1.09,0.42,0.81,2.33,NA
U.S. total,2014,1.10,0.43,0.80,2.32,NA
U.S. total,2013,1.12,0.42,0.79,2.33,NA
U.S. total,2012,1.13,0.42,0.78,2.34,NA
U.S. total,2011,1.12,0.41,0.76,2.29,NA
U.S. total,2010,1.14,0.38,0.74,2.26,NA
U.S. total,2009,1.17,0.38,0.73,2.29,NA
U.S. total,2008,1.20,0.38,0.73,2.31,NA
U.S. total,2007,1.21,0.38,0.72,2.31,NA
U.S. total,2006,1.20,0.37,0.71,2.28,NA
U.S. total,2005,1.20,0.36,0.70,2.25,NA
U.S. total,2004,1.21,0.35,0.68,2.23,NA
U.S. total,2003,1.21,0.34,0.67,2.22,NA
U.S. total,2002,1.23,0.32,0.64,2.20,NA
U.S. total,2001,1.23,0.31,0.64,2.18,NA
U.S. total,2000,1.23,0.31,0.64,2.19,NA
U.S. total,1999,1.23,0.31,0.63,2.17,NA
U.S. total,1998,1.22,0.30,0.62,2.15,NA
U.S. total,1997,1.22,0.30,0.62,2.15,NA
U.S. total,1996,1.23,0.30,0.63,2.16,NA
U.S. total,1995,1.24,0.29,0.63,2.15,NA
U.S. total,1994,1.25,0.28,0.65,2.18,NA
U.S. total,1993,1.26,0.28,0.68,2.23,NA
U.S. total,1992,1.29,0.30,0.71,2.30,NA
U.S. total,1991,1.29,0.30,0.71,2.30,NA
U.S. total,1990,1.34,0.33,0.77,2.45,NA
U.S. total,1989,1.32,0.34,0.78,2.43,NA
U.S. total,1988,1.33,0.36,0.79,2.49,NA
U.S. total,1987,1.34,0.38,0.83,2.55,NA
U.S. total,1986,1.35,0.39,0.84,2.58,NA
U.S. total,1985,1.33,0.38,0.91,2.62,NA
U.S. total,1984,1.35,0.37,0.94,2.65,NA
U.S. total,1983,1.37,0.36,0.96,2.69,NA
U.S. total,1982,1.38,0.36,0.98,2.72,NA
U.S. total,1981,1.39,0.35,1.02,2.76,NA
U.S. total,1980,1.37,0.34,1.04,2.75,NA
